Emoji	Name	Group	Subgroup	Code Point	Code	Status
🚶🏾‍♀️‍➡️	Woman walking facing right: Medium-dark skin tone	People & Body	Person Activity	1F6B6 1F3FE 200D 2640 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🚶🏾‍♀‍➡️	Woman walking facing right: Medium-dark skin tone	People & Body	Person Activity	1F6B6 1F3FE 200D 2640 200D 27A1 FE0F	E15.1	Minimally Qualified
🚶🏾‍♀️‍➡	Woman walking facing right: Medium-dark skin tone	People & Body	Person Activity	1F6B6 1F3FE 200D 2640 FE0F 200D 27A1	E15.1	Minimally Qualified
🚶🏾‍♀‍➡	Woman walking facing right: Medium-dark skin tone	People & Body	Person Activity	1F6B6 1F3FE 200D 2640 200D 27A1	E15.1	Minimally Qualified
🚶🏿‍♀️‍➡️	Woman walking facing right: Dark skin tone	People & Body	Person Activity	1F6B6 1F3FF 200D 2640 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🚶🏿‍♀‍➡️	Woman walking facing right: Dark skin tone	People & Body	Person Activity	1F6B6 1F3FF 200D 2640 200D 27A1 FE0F	E15.1	Minimally Qualified
🚶🏿‍♀️‍➡	Woman walking facing right: Dark skin tone	People & Body	Person Activity	1F6B6 1F3FF 200D 2640 FE0F 200D 27A1	E15.1	Minimally Qualified
🚶🏿‍♀‍➡	Woman walking facing right: Dark skin tone	People & Body	Person Activity	1F6B6 1F3FF 200D 2640 200D 27A1	E15.1	Minimally Qualified
🚶‍♂️‍➡️	Man walking facing right	People & Body	Person Activity	1F6B6 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🚶‍♂‍➡️	Man walking facing right	People & Body	Person Activity	1F6B6 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🚶‍♂️‍➡	Man walking facing right	People & Body	Person Activity	1F6B6 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🚶‍♂‍➡	Man walking facing right	People & Body	Person Activity	1F6B6 200D 2642 200D 27A1	E15.1	Minimally Qualified
🚶🏻‍♂️‍➡️	Man walking facing right: Light skin tone	People & Body	Person Activity	1F6B6 1F3FB 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🚶🏻‍♂‍➡️	Man walking facing right: Light skin tone	People & Body	Person Activity	1F6B6 1F3FB 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🚶🏻‍♂️‍➡	Man walking facing right: Light skin tone	People & Body	Person Activity	1F6B6 1F3FB 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🚶🏻‍♂‍➡	Man walking facing right: Light skin tone	People & Body	Person Activity	1F6B6 1F3FB 200D 2642 200D 27A1	E15.1	Minimally Qualified
🚶🏼‍♂️‍➡️	Man walking facing right: Medium-light skin tone	People & Body	Person Activity	1F6B6 1F3FC 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🚶🏼‍♂‍➡️	Man walking facing right: Medium-light skin tone	People & Body	Person Activity	1F6B6 1F3FC 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🚶🏼‍♂️‍➡	Man walking facing right: Medium-light skin tone	People & Body	Person Activity	1F6B6 1F3FC 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🚶🏼‍♂‍➡	Man walking facing right: Medium-light skin tone	People & Body	Person Activity	1F6B6 1F3FC 200D 2642 200D 27A1	E15.1	Minimally Qualified
🚶🏽‍♂️‍➡️	Man walking facing right: Medium skin tone	People & Body	Person Activity	1F6B6 1F3FD 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🚶🏽‍♂‍➡️	Man walking facing right: Medium skin tone	People & Body	Person Activity	1F6B6 1F3FD 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🚶🏽‍♂️‍➡	Man walking facing right: Medium skin tone	People & Body	Person Activity	1F6B6 1F3FD 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🚶🏽‍♂‍➡	Man walking facing right: Medium skin tone	People & Body	Person Activity	1F6B6 1F3FD 200D 2642 200D 27A1	E15.1	Minimally Qualified
🚶🏾‍♂️‍➡️	Man walking facing right: Medium-dark skin tone	People & Body	Person Activity	1F6B6 1F3FE 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🚶🏾‍♂‍➡️	Man walking facing right: Medium-dark skin tone	People & Body	Person Activity	1F6B6 1F3FE 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🚶🏾‍♂️‍➡	Man walking facing right: Medium-dark skin tone	People & Body	Person Activity	1F6B6 1F3FE 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🚶🏾‍♂‍➡	Man walking facing right: Medium-dark skin tone	People & Body	Person Activity	1F6B6 1F3FE 200D 2642 200D 27A1	E15.1	Minimally Qualified
🚶🏿‍♂️‍➡️	Man walking facing right: Dark skin tone	People & Body	Person Activity	1F6B6 1F3FF 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🚶🏿‍♂‍➡️	Man walking facing right: Dark skin tone	People & Body	Person Activity	1F6B6 1F3FF 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🚶🏿‍♂️‍➡	Man walking facing right: Dark skin tone	People & Body	Person Activity	1F6B6 1F3FF 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🚶🏿‍♂‍➡	Man walking facing right: Dark skin tone	People & Body	Person Activity	1F6B6 1F3FF 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧍	Person standing	People & Body	Person Activity	1F9CD	E12.0	Fully Qualified
🧍🏻	Person standing: Light skin tone	People & Body	Person Activity	1F9CD 1F3FB	E12.0	Fully Qualified
🧍🏼	Person standing: Medium-light skin tone	People & Body	Person Activity	1F9CD 1F3FC	E12.0	Fully Qualified
🧍🏽	Person standing: Medium skin tone	People & Body	Person Activity	1F9CD 1F3FD	E12.0	Fully Qualified
🧍🏾	Person standing: Medium-dark skin tone	People & Body	Person Activity	1F9CD 1F3FE	E12.0	Fully Qualified
🧍🏿	Person standing: Dark skin tone	People & Body	Person Activity	1F9CD 1F3FF	E12.0	Fully Qualified
🧍‍♂️	Man standing	People & Body	Person Activity	1F9CD 200D 2642 FE0F	E12.0	Fully Qualified
🧍‍♂	Man standing	People & Body	Person Activity	1F9CD 200D 2642	E12.0	Minimally Qualified
🧍🏻‍♂️	Man standing: Light skin tone	People & Body	Person Activity	1F9CD 1F3FB 200D 2642 FE0F	E12.0	Fully Qualified
🧍🏻‍♂	Man standing: Light skin tone	People & Body	Person Activity	1F9CD 1F3FB 200D 2642	E12.0	Minimally Qualified
🧍🏼‍♂️	Man standing: Medium-light skin tone	People & Body	Person Activity	1F9CD 1F3FC 200D 2642 FE0F	E12.0	Fully Qualified
🧍🏼‍♂	Man standing: Medium-light skin tone	People & Body	Person Activity	1F9CD 1F3FC 200D 2642	E12.0	Minimally Qualified
🧍🏽‍♂️	Man standing: Medium skin tone	People & Body	Person Activity	1F9CD 1F3FD 200D 2642 FE0F	E12.0	Fully Qualified
🧍🏽‍♂	Man standing: Medium skin tone	People & Body	Person Activity	1F9CD 1F3FD 200D 2642	E12.0	Minimally Qualified
🧍🏾‍♂️	Man standing: Medium-dark skin tone	People & Body	Person Activity	1F9CD 1F3FE 200D 2642 FE0F	E12.0	Fully Qualified
🧍🏾‍♂	Man standing: Medium-dark skin tone	People & Body	Person Activity	1F9CD 1F3FE 200D 2642	E12.0	Minimally Qualified
🧍🏿‍♂️	Man standing: Dark skin tone	People & Body	Person Activity	1F9CD 1F3FF 200D 2642 FE0F	E12.0	Fully Qualified
🧍🏿‍♂	Man standing: Dark skin tone	People & Body	Person Activity	1F9CD 1F3FF 200D 2642	E12.0	Minimally Qualified
🧍‍♀️	Woman standing	People & Body	Person Activity	1F9CD 200D 2640 FE0F	E12.0	Fully Qualified
🧍‍♀	Woman standing	People & Body	Person Activity	1F9CD 200D 2640	E12.0	Minimally Qualified
🧍🏻‍♀️	Woman standing: Light skin tone	People & Body	Person Activity	1F9CD 1F3FB 200D 2640 FE0F	E12.0	Fully Qualified
🧍🏻‍♀	Woman standing: Light skin tone	People & Body	Person Activity	1F9CD 1F3FB 200D 2640	E12.0	Minimally Qualified
🧍🏼‍♀️	Woman standing: Medium-light skin tone	People & Body	Person Activity	1F9CD 1F3FC 200D 2640 FE0F	E12.0	Fully Qualified
🧍🏼‍♀	Woman standing: Medium-light skin tone	People & Body	Person Activity	1F9CD 1F3FC 200D 2640	E12.0	Minimally Qualified
🧍🏽‍♀️	Woman standing: Medium skin tone	People & Body	Person Activity	1F9CD 1F3FD 200D 2640 FE0F	E12.0	Fully Qualified
🧍🏽‍♀	Woman standing: Medium skin tone	People & Body	Person Activity	1F9CD 1F3FD 200D 2640	E12.0	Minimally Qualified
🧍🏾‍♀️	Woman standing: Medium-dark skin tone	People & Body	Person Activity	1F9CD 1F3FE 200D 2640 FE0F	E12.0	Fully Qualified
🧍🏾‍♀	Woman standing: Medium-dark skin tone	People & Body	Person Activity	1F9CD 1F3FE 200D 2640	E12.0	Minimally Qualified
🧍🏿‍♀️	Woman standing: Dark skin tone	People & Body	Person Activity	1F9CD 1F3FF 200D 2640 FE0F	E12.0	Fully Qualified
🧍🏿‍♀	Woman standing: Dark skin tone	People & Body	Person Activity	1F9CD 1F3FF 200D 2640	E12.0	Minimally Qualified
🧎	Person kneeling	People & Body	Person Activity	1F9CE	E12.0	Fully Qualified
🧎🏻	Person kneeling: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB	E12.0	Fully Qualified
🧎🏼	Person kneeling: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC	E12.0	Fully Qualified
🧎🏽	Person kneeling: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD	E12.0	Fully Qualified
🧎🏾	Person kneeling: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE	E12.0	Fully Qualified
🧎🏿	Person kneeling: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF	E12.0	Fully Qualified
🧎‍♂️	Man kneeling	People & Body	Person Activity	1F9CE 200D 2642 FE0F	E12.0	Fully Qualified
🧎‍♂	Man kneeling	People & Body	Person Activity	1F9CE 200D 2642	E12.0	Minimally Qualified
🧎🏻‍♂️	Man kneeling: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2642 FE0F	E12.0	Fully Qualified
🧎🏻‍♂	Man kneeling: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2642	E12.0	Minimally Qualified
🧎🏼‍♂️	Man kneeling: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642 FE0F	E12.0	Fully Qualified
🧎🏼‍♂	Man kneeling: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642	E12.0	Minimally Qualified
🧎🏽‍♂️	Man kneeling: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 FE0F	E12.0	Fully Qualified
🧎🏽‍♂	Man kneeling: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642	E12.0	Minimally Qualified
🧎🏾‍♂️	Man kneeling: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 FE0F	E12.0	Fully Qualified
🧎🏾‍♂	Man kneeling: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642	E12.0	Minimally Qualified
🧎🏿‍♂️	Man kneeling: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 FE0F	E12.0	Fully Qualified
🧎🏿‍♂	Man kneeling: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642	E12.0	Minimally Qualified
🧎‍♀️	Woman kneeling	People & Body	Person Activity	1F9CE 200D 2640 FE0F	E12.0	Fully Qualified
🧎‍♀	Woman kneeling	People & Body	Person Activity	1F9CE 200D 2640	E12.0	Minimally Qualified
🧎🏻‍♀️	Woman kneeling: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2640 FE0F	E12.0	Fully Qualified
🧎🏻‍♀	Woman kneeling: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2640	E12.0	Minimally Qualified
🧎🏼‍♀️	Woman kneeling: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2640 FE0F	E12.0	Fully Qualified
🧎🏼‍♀	Woman kneeling: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2640	E12.0	Minimally Qualified
🧎🏽‍♀️	Woman kneeling: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2640 FE0F	E12.0	Fully Qualified
🧎🏽‍♀	Woman kneeling: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2640	E12.0	Minimally Qualified
🧎🏾‍♀️	Woman kneeling: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2640 FE0F	E12.0	Fully Qualified
🧎🏾‍♀	Woman kneeling: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2640	E12.0	Minimally Qualified
🧎🏿‍♀️	Woman kneeling: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2640 FE0F	E12.0	Fully Qualified
🧎🏿‍♀	Woman kneeling: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2640	E12.0	Minimally Qualified
🧎‍➡️	Person kneeling facing right	People & Body	Person Activity	1F9CE 200D 27A1 FE0F	E15.1	Fully Qualified
🧎‍➡	Person kneeling facing right	People & Body	Person Activity	1F9CE 200D 27A1	E15.1	Minimally Qualified
🧎🏻‍➡️	Person kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏻‍➡	Person kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 27A1	E15.1	Minimally Qualified
🧎🏼‍➡️	Person kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏼‍➡	Person kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 27A1	E15.1	Minimally Qualified
🧎🏽‍➡️	Person kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏽‍➡	Person kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 27A1	E15.1	Minimally Qualified
🧎🏾‍➡️	Person kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏾‍➡	Person kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 27A1	E15.1	Minimally Qualified
🧎🏿‍➡️	Person kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏿‍➡	Person kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 27A1	E15.1	Minimally Qualified
🧎‍♀️‍➡️	Woman kneeling facing right	People & Body	Person Activity	1F9CE 200D 2640 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎‍♀‍➡️	Woman kneeling facing right	People & Body	Person Activity	1F9CE 200D 2640 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎‍♀️‍➡	Woman kneeling facing right	People & Body	Person Activity	1F9CE 200D 2640 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎‍♀‍➡	Woman kneeling facing right	People & Body	Person Activity	1F9CE 200D 2640 200D 27A1	E15.1	Minimally Qualified
🧎🏻‍♀️‍➡️	Woman kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2640 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏻‍♀‍➡️	Woman kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2640 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏻‍♀️‍➡	Woman kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2640 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏻‍♀‍➡	Woman kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2640 200D 27A1	E15.1	Minimally Qualified
🧎🏼‍♀️‍➡️	Woman kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2640 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏼‍♀‍➡️	Woman kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2640 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏼‍♀️‍➡	Woman kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2640 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏼‍♀‍➡	Woman kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2640 200D 27A1	E15.1	Minimally Qualified
🧎🏽‍♀️‍➡️	Woman kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2640 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏽‍♀‍➡️	Woman kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2640 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏽‍♀️‍➡	Woman kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2640 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏽‍♀‍➡	Woman kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2640 200D 27A1	E15.1	Minimally Qualified
🧎🏾‍♀️‍➡️	Woman kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2640 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏾‍♀‍➡️	Woman kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2640 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏾‍♀️‍➡	Woman kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2640 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏾‍♀‍➡	Woman kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2640 200D 27A1	E15.1	Minimally Qualified
🧎🏿‍♀️‍➡️	Woman kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2640 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏿‍♀‍➡️	Woman kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2640 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏿‍♀️‍➡	Woman kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2640 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏿‍♀‍➡	Woman kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2640 200D 27A1	E15.1	Minimally Qualified
🧎‍♂️‍➡️	Man kneeling facing right	People & Body	Person Activity	1F9CE 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎‍♂‍➡️	Man kneeling facing right	People & Body	Person Activity	1F9CE 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎‍♂️‍➡	Man kneeling facing right	People & Body	Person Activity	1F9CE 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎‍♂‍➡	Man kneeling facing right	People & Body	Person Activity	1F9CE 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧎🏻‍♂️‍➡️	Man kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏻‍♂‍➡️	Man kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏻‍♂️‍➡	Man kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏻‍♂‍➡	Man kneeling facing right: Light skin tone	People & Body	Person Activity	1F9CE 1F3FB 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧎🏼‍♂️‍➡️	Man kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏼‍♂‍➡️	Man kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏼‍♂️‍➡	Man kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏼‍♂‍➡	Man kneeling facing right: Medium-light skin tone	People & Body	Person Activity	1F9CE 1F3FC 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧎🏽‍♂️‍➡️	Man kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏽‍♂‍➡️	Man kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏽‍♂️‍➡	Man kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏽‍♂‍➡	Man kneeling facing right: Medium skin tone	People & Body	Person Activity	1F9CE 1F3FD 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧎🏾‍♂️‍➡️	Man kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏾‍♂‍➡️	Man kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏾‍♂️‍➡	Man kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏾‍♂‍➡	Man kneeling facing right: Medium-dark skin tone	People & Body	Person Activity	1F9CE 1F3FE 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧎🏿‍♂️‍➡️	Man kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 FE0F 200D 27A1 FE0F	E15.1	Fully Qualified
🧎🏿‍♂‍➡️	Man kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 200D 27A1 FE0F	E15.1	Minimally Qualified
🧎🏿‍♂️‍➡	Man kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 FE0F 200D 27A1	E15.1	Minimally Qualified
🧎🏿‍♂‍➡	Man kneeling facing right: Dark skin tone	People & Body	Person Activity	1F9CE 1F3FF 200D 2642 200D 27A1	E15.1	Minimally Qualified
🧑‍🦯	Person with white cane	People & Body	Person Activity	1F9D1 200D 1F9AF	E12.1	Fully Qualified
🧑🏻‍🦯	Person with white cane: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9AF	E12.1	Fully Qualified
🧑🏼‍🦯	Person with white cane: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9AF	E12.1	Fully Qualified
🧑🏽‍🦯	Person with white cane: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9AF	E12.1	Fully Qualified
🧑🏾‍🦯	Person with white cane: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9AF	E12.1	Fully Qualified
🧑🏿‍🦯	Person with white cane: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9AF	E12.1	Fully Qualified
🧑‍🦯‍➡️	Person with white cane facing right	People & Body	Person Activity	1F9D1 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑‍🦯‍➡	Person with white cane facing right	People & Body	Person Activity	1F9D1 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏻‍🦯‍➡️	Person with white cane facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏻‍🦯‍➡	Person with white cane facing right: Light skin tone	People & Body	Person Activity	1F9D1 1F3FB 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏼‍🦯‍➡️	Person with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏼‍🦯‍➡	Person with white cane facing right: Medium-light skin tone	People & Body	Person Activity	1F9D1 1F3FC 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏽‍🦯‍➡️	Person with white cane facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏽‍🦯‍➡	Person with white cane facing right: Medium skin tone	People & Body	Person Activity	1F9D1 1F3FD 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏾‍🦯‍➡️	Person with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏾‍🦯‍➡	Person with white cane facing right: Medium-dark skin tone	People & Body	Person Activity	1F9D1 1F3FE 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
🧑🏿‍🦯‍➡️	Person with white cane facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
🧑🏿‍🦯‍➡	Person with white cane facing right: Dark skin tone	People & Body	Person Activity	1F9D1 1F3FF 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨‍🦯	Man with white cane	People & Body	Person Activity	1F468 200D 1F9AF	E12.0	Fully Qualified
👨🏻‍🦯	Man with white cane: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9AF	E12.0	Fully Qualified
👨🏼‍🦯	Man with white cane: Medium-light skin tone	People & Body	Person Activity	1F468 1F3FC 200D 1F9AF	E12.0	Fully Qualified
👨🏽‍🦯	Man with white cane: Medium skin tone	People & Body	Person Activity	1F468 1F3FD 200D 1F9AF	E12.0	Fully Qualified
👨🏾‍🦯	Man with white cane: Medium-dark skin tone	People & Body	Person Activity	1F468 1F3FE 200D 1F9AF	E12.0	Fully Qualified
👨🏿‍🦯	Man with white cane: Dark skin tone	People & Body	Person Activity	1F468 1F3FF 200D 1F9AF	E12.0	Fully Qualified
👨‍🦯‍➡️	Man with white cane facing right	People & Body	Person Activity	1F468 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨‍🦯‍➡	Man with white cane facing right	People & Body	Person Activity	1F468 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
👨🏻‍🦯‍➡️	Man with white cane facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9AF 200D 27A1 FE0F	E15.1	Fully Qualified
👨🏻‍🦯‍➡	Man with white cane facing right: Light skin tone	People & Body	Person Activity	1F468 1F3FB 200D 1F9AF 200D 27A1	E15.1	Minimally Qualified
